Sample ID,Organism ID,Host species,Host species NCBI tax ID,Latitude,Longitude,Spatial uncertainty,Collection day,Collection month,Collection year,Collection method or tissue,Detection method,Detection target,Detection target NCBI tax ID,Detection outcome,Detection measurement,Detection measurement units,Pathogen,Pathogen NCBI tax id,Organism sex,Dead or alive,Health notes,Life stage,Age,Mass,Length
2_SEI_049,2_SEI_049,Mus setulosus,10102,-11.1941,8.123266666666666,10,18,4,2021,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.22352941176470587,Optical density 450 - 630,Lassa mammarenavirus,3052310,male,alive,Length refers to head-body length of trapped rodents and shrews,unknown,NA,0.01,0.07
2_SEI_050,2_SEI_050,Mus setulosus,10102,-11.194116666666666,8.123366666666668,10,18,4,2021,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.10588235294117641,Optical density 450 - 630,Lassa mammarenavirus,3052310,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.01,0.074
2_SEI_051,2_SEI_051,Mastomys natalensis,10112,-11.1945,8.123883333333334,10,18,4,2021,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.17647058823529416,Optical density 450 - 630,Lassa mammarenavirus,3052310,male,alive,Length refers to head-body length of trapped rodents and shrews,juvenile,NA,0.021,0.094
2_SEI_052,2_SEI_052,Mastomys natalensis,10112,-11.194416666666667,8.1243,10,18,4,2021,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.3411764705882353,Optical density 450 - 630,Lassa mammarenavirus,3052310,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.06,0.125
2_SEI_056,2_SEI_056,Hybomys planifrons,2107262,-11.19755,8.123816666666666,10,18,4,2021,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.5235294117647059,Optical density 450 - 630,Lassa mammarenavirus,3052310,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.028,0.097
10_LAM_024,10_LAM_024,Crocidura olivieri,214449,-11.19635,7.8502,10,4,5,2023,blood,NA,NA,NA,NA,NA,NA,NA,NA,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.033,0.129
10_LAM_023,10_LAM_023,Crocidura olivieri,214449,-11.192483333333332,7.849333333333333,10,4,5,2023,blood,NA,NA,NA,NA,NA,NA,NA,NA,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.035,0.125
10_LAM_022,10_LAM_022,Mus musculus,10090,-11.195966666666667,7.850933333333334,10,4,5,2023,blood,NA,NA,NA,NA,NA,NA,NA,NA,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.015,0.081
10_LAM_021,10_LAM_021,Mus musculus,10090,-11.1959,7.850816666666667,10,4,5,2023,blood,NA,NA,NA,NA,NA,NA,NA,NA,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.009,0.066
10_LAM_020,10_LAM_020,Mus musculus,10090,-11.19695,7.8509,10,4,5,2023,blood,NA,NA,NA,NA,NA,NA,NA,NA,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.008,0.069
10_LAM_019,10_LAM_019,Rattus rattus,10117,-11.19685,7.849616666666667,10,4,5,2023,blood,NA,NA,NA,NA,NA,NA,NA,NA,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.11,0.173
10_LAM_018,10_LAM_018,Mus musculus,10090,-11.1959,7.850816666666667,10,4,5,2023,blood,NA,NA,NA,NA,NA,NA,NA,NA,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.011,0.077
10_LAM_017,10_LAM_017,Crocidura olivieri,214449,-11.196683333333333,7.8497,10,4,5,2023,blood,NA,NA,NA,NA,NA,NA,NA,NA,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.03,0.127
10_BAI_017,10_BAI_017,Crocidura olivieri,214449,-11.267316666666666,7.836366666666667,10,30,4,2023,blood,NA,NA,NA,NA,NA,NA,NA,NA,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.022,0.119
10_LAM_016,10_LAM_016,Mus musculus,10090,-11.196866666666667,7.8506833333333335,10,4,5,2023,blood,NA,NA,NA,NA,NA,NA,NA,NA,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.014,0.078
10_LAM_015,10_LAM_015,Mus musculus,10090,-11.196866666666667,7.8506833333333335,10,4,5,2023,blood,NA,NA,NA,NA,NA,NA,NA,NA,male,alive,Length refers to head-body length of trapped rodents and shrews,juvenile,NA,0.008,0.065
10_LAM_014,10_LAM_014,Crocidura olivieri,214449,-11.196783333333334,7.849716666666667,10,4,5,2023,blood,NA,NA,NA,NA,NA,NA,NA,NA,male,alive,Length refers to head-body length of trapped rodents and shrews,juvenile,NA,0.016,0.116
10_LAM_013,10_LAM_013,Mus musculus,10090,-11.194749999999999,7.851083333333333,10,4,5,2023,blood,NA,NA,NA,NA,NA,NA,NA,NA,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.012,0.082
10_LAM_012,10_LAM_012,Mus musculus,10090,-11.194783333333334,7.8509,10,4,5,2023,blood,NA,NA,NA,NA,NA,NA,NA,NA,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.019,0.096
10_LAM_011,10_LAM_011,Mus musculus,10090,-11.1959,7.850816666666667,10,4,5,2023,blood,NA,NA,NA,NA,NA,NA,NA,NA,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.014,0.089
10_LAM_010,10_LAM_010,Mus musculus,10090,-11.1959,7.850816666666667,10,4,5,2023,blood,NA,NA,NA,NA,NA,NA,NA,NA,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.015,0.085
10_LAM_009,10_LAM_009,Mus musculus,10090,-11.195816666666667,7.8507,10,4,5,2023,blood,NA,NA,NA,NA,NA,NA,NA,NA,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.013,0.085
10_LAM_008,10_LAM_008,Mus musculus,10090,-11.197316666666667,7.85075,10,4,5,2023,blood,NA,NA,NA,NA,NA,NA,NA,NA,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.013,0.083
10_LAM_007,10_LAM_007,Mus musculus,10090,-11.196866666666667,7.8506833333333335,10,4,5,2023,blood,NA,NA,NA,NA,NA,NA,NA,NA,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.011,0.079
10_LAM_006,10_LAM_006,Mus musculus,10090,-11.196766666666667,7.850433333333333,10,4,5,2023,blood,NA,NA,NA,NA,NA,NA,NA,NA,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.014,0.074
10_LAM_005,10_LAM_005,Mus musculus,10090,-11.196566666666667,7.850266666666666,10,4,5,2023,blood,NA,NA,NA,NA,NA,NA,NA,NA,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.008,0.069
10_LAM_004,10_LAM_004,Crocidura olivieri,214449,-11.196816666666667,7.849666666666667,10,4,5,2023,blood,NA,NA,NA,NA,NA,NA,NA,NA,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.042,0.133
10_LAM_003,10_LAM_003,Crocidura olivieri,214449,-11.1968,7.849866666666666,10,4,5,2023,blood,NA,NA,NA,NA,NA,NA,NA,NA,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.043,0.121
10_LAM_002,10_LAM_002,Mus musculus,10090,-11.194749999999999,7.8510333333333335,10,4,5,2023,blood,NA,NA,NA,NA,NA,NA,NA,NA,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.015,0.087
10_LAM_001,10_LAM_001,Mus musculus,10090,-11.194833333333332,7.850883333333333,10,4,5,2023,blood,NA,NA,NA,NA,NA,NA,NA,NA,female,alive,Length refers to head-body length of trapped rodents and shrews,juvenile,NA,0.008,0.066
10_BAI_016,10_BAI_016,Mus setulosus,10102,-11.267316666666666,7.836366666666667,10,30,4,2023,blood,NA,NA,NA,NA,NA,NA,NA,NA,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.014,0.086
10_BAI_015,10_BAI_015,Mus setulosus,10102,-11.267316666666666,7.83625,10,30,4,2023,blood,NA,NA,NA,NA,NA,NA,NA,NA,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.012,0.069
10_BAI_014,10_BAI_014,Mastomys natalensis,10112,-11.267366666666666,7.836216666666667,10,30,4,2023,blood,NA,NA,NA,NA,NA,NA,NA,NA,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.024,0.096
10_BAI_013,10_BAI_013,Rattus rattus,10117,-11.2676,7.836283333333333,10,30,4,2023,blood,NA,NA,NA,NA,NA,NA,NA,NA,male,alive,Length refers to head-body length of trapped rodents and shrews,juvenile,NA,0.014,0.082
10_BAI_012,10_BAI_012,Rattus rattus,10117,-11.2676,7.836283333333333,10,30,4,2023,blood,NA,NA,NA,NA,NA,NA,NA,NA,male,alive,Length refers to head-body length of trapped rodents and shrews,juvenile,NA,0.031,0.116
10_BAI_011,10_BAI_011,Mastomys natalensis,10112,-11.268033333333332,7.8361833333333335,10,30,4,2023,blood,NA,NA,NA,NA,NA,NA,NA,NA,male,alive,Length refers to head-body length of trapped rodents and shrews,juvenile,NA,0.01,0.096
10_BAI_010,10_BAI_010,Rattus rattus,10117,-11.268016666666666,7.836483333333334,10,30,4,2023,blood,NA,NA,NA,NA,NA,NA,NA,NA,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.055,0.14
10_BAI_009,10_BAI_009,Rattus rattus,10117,-11.268016666666666,7.836483333333334,10,30,4,2023,blood,NA,NA,NA,NA,NA,NA,NA,NA,male,alive,Length refers to head-body length of trapped rodents and shrews,juvenile,NA,0.019,0.098
10_BAI_008,10_BAI_008,Rattus rattus,10117,-11.268200000000002,7.836216666666667,10,30,4,2023,blood,NA,NA,NA,NA,NA,NA,NA,NA,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.094,0.168
10_BAI_007,10_BAI_007,Praomys rostratus,476587,-11.2676,7.836283333333333,10,30,4,2023,blood,NA,NA,NA,NA,NA,NA,NA,NA,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.052,0.135
10_BAI_006,10_BAI_006,Praomys rostratus,476587,-11.266149999999998,7.8364,10,30,4,2023,blood,NA,NA,NA,NA,NA,NA,NA,NA,male,alive,Length refers to head-body length of trapped rodents and shrews,juvenile,NA,0.014,0.089
10_BAI_005,10_BAI_005,Rattus rattus,10117,-11.262488333333334,7.830443333333333,10,30,4,2023,blood,NA,NA,NA,NA,NA,NA,NA,NA,male,alive,Length refers to head-body length of trapped rodents and shrews,juvenile,NA,0.039,0.125
10_BAI_004,10_BAI_004,Rattus rattus,10117,-11.268016666666666,7.836483333333334,10,30,4,2023,blood,NA,NA,NA,NA,NA,NA,NA,NA,male,alive,Length refers to head-body length of trapped rodents and shrews,juvenile,NA,0.026,0.116
10_BAI_003,10_BAI_003,Praomys rostratus,476587,-11.266266666666667,7.8361833333333335,10,30,4,2023,blood,NA,NA,NA,NA,NA,NA,NA,NA,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.048,0.132
10_BAI_002,10_BAI_002,Crocidura olivieri,214449,-11.262171666666667,7.8303,10,30,4,2023,blood,NA,NA,NA,NA,NA,NA,NA,NA,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.04,0.13
10_BAI_001,10_BAI_001,Crocidura olivieri,214449,-11.25035,7.824833333333333,10,30,4,2023,blood,NA,NA,NA,NA,NA,NA,NA,NA,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.024,0.102
10_SEI_014,10_SEI_014,Crocidura buettikoferi,214466,-11.19455,8.12375,10,17,4,2023,blood,NA,NA,NA,NA,NA,NA,NA,NA,female,alive,Length refers to head-body length of trapped rodents and shrews,juvenile,NA,0.015,0.095
10_SEI_013,10_SEI_013,Praomys rostratus,476587,-11.192033333333333,8.122333333333334,10,17,4,2023,blood,NA,NA,NA,NA,NA,NA,NA,NA,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.04,0.118
10_SEI_016,10_SEI_016,Praomys rostratus,476587,-11.193233333333334,8.122183333333334,10,17,4,2023,blood,NA,NA,NA,NA,NA,NA,NA,NA,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.033,0.104
10_SEI_015,10_SEI_015,Praomys rostratus,476587,-11.19325,8.121966666666667,10,17,4,2023,blood,NA,NA,NA,NA,NA,NA,NA,NA,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.054,0.13
10_SEI_012,10_SEI_012,Praomys rostratus,476587,-11.198,8.123766666666668,10,17,4,2023,blood,NA,NA,NA,NA,NA,NA,NA,NA,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.056,0.14
10_SEI_011,10_SEI_011,Praomys rostratus,476587,-11.1981,8.12365,10,17,4,2023,blood,NA,NA,NA,NA,NA,NA,NA,NA,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.045,0.128
10_SEI_010,10_SEI_010,Crocidura olivieri,214449,-11.194333333333333,8.120616666666665,10,17,4,2023,blood,NA,NA,NA,NA,NA,NA,NA,NA,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.019,0.117
10_SEI_009,10_SEI_009,Praomys rostratus,476587,-11.1926,8.122016666666667,10,17,4,2023,blood,NA,NA,NA,NA,NA,NA,NA,NA,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.027,0.104
10_SEI_008,10_SEI_008,Praomys rostratus,476587,-11.1922,8.12215,10,17,4,2023,blood,NA,NA,NA,NA,NA,NA,NA,NA,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.029,0.112
10_SEI_001,10_SEI_001,Praomys rostratus,476587,-11.194166666666666,8.122983333333334,10,17,4,2023,blood,NA,NA,NA,NA,NA,NA,NA,NA,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.04,0.112
10_SEI_003,10_SEI_003,Lophuromys sikapusi,83535,-11.194183333333333,8.120549999999998,10,17,4,2023,blood,NA,NA,NA,NA,NA,NA,NA,NA,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.063,0.125
10_SEI_002,10_SEI_002,Mus setulosus,10102,-11.194316666666667,8.120549999999998,10,17,4,2023,blood,NA,NA,NA,NA,NA,NA,NA,NA,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.009,0.071
10_SEI_007,10_SEI_007,Mastomys natalensis,10112,-11.193583333333333,8.122716666666667,10,17,4,2023,blood,NA,NA,NA,NA,NA,NA,NA,NA,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.016,0.076
10_SEI_006,10_SEI_006,Crocidura olivieri,214449,-11.193683333333334,8.120849999999999,10,17,4,2023,blood,NA,NA,NA,NA,NA,NA,NA,NA,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.025,0.123
10_SEI_005,10_SEI_005,Praomys rostratus,476587,-11.19435,8.120766666666666,10,17,4,2023,blood,NA,NA,NA,NA,NA,NA,NA,NA,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.011,0.079
10_SEI_004,10_SEI_004,Praomys rostratus,476587,-11.1938,8.120716666666668,10,17,4,2023,blood,NA,NA,NA,NA,NA,NA,NA,NA,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.016,0.114
10_LAL_011,10_LAL_011,Mastomys natalensis,10112,-11.0795,8.197266666666666,10,24,4,2023,blood,NA,NA,NA,NA,NA,NA,NA,NA,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.023,0.112
10_LAL_010,10_LAL_010,Mastomys natalensis,10112,-11.079733333333333,8.196866666666667,10,24,4,2023,blood,NA,NA,NA,NA,NA,NA,NA,NA,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.052,0.129
10_LAL_009,10_LAL_009,Crocidura olivieri,214449,-11.08005,8.197033333333334,10,24,4,2023,blood,NA,NA,NA,NA,NA,NA,NA,NA,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.028,0.113
10_LAL_008,10_LAL_008,Praomys rostratus,476587,-11.080126666666667,8.193656666666667,10,24,4,2023,blood,NA,NA,NA,NA,NA,NA,NA,NA,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.015,0.073
10_LAL_007,10_LAL_007,Mastomys natalensis,10112,-11.079316666666665,8.198766666666668,10,24,4,2023,blood,NA,NA,NA,NA,NA,NA,NA,NA,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.053,0.12
10_LAL_006,10_LAL_006,Crocidura olivieri,214449,-11.079466666666667,8.1988,10,24,4,2023,blood,NA,NA,NA,NA,NA,NA,NA,NA,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.024,0.114
10_LAL_005,10_LAL_005,Mastomys natalensis,10112,-11.079433333333334,8.196716666666667,10,24,4,2023,blood,NA,NA,NA,NA,NA,NA,NA,NA,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.04,0.111
10_LAL_004,10_LAL_004,Mastomys natalensis,10112,-11.0797,8.19685,10,24,4,2023,blood,NA,NA,NA,NA,NA,NA,NA,NA,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.036,0.111
10_LAL_003,10_LAL_003,Mus setulosus,10102,-11.08009,8.193736666666666,10,24,4,2023,blood,NA,NA,NA,NA,NA,NA,NA,NA,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.009,0.065
10_LAL_002,10_LAL_002,Crocidura grandiceps,148971,-11.079266666666667,8.198783333333333,10,24,4,2023,blood,NA,NA,NA,NA,NA,NA,NA,NA,female,alive,Length refers to head-body length of trapped rodents and shrews,juvenile,NA,0.008,0.076
10_LAL_001,10_LAL_001,Crocidura olivieri,214449,-11.079500000000001,8.198816666666666,10,24,4,2023,blood,NA,NA,NA,NA,NA,NA,NA,NA,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.031,0.095
5_LAM_001,5_LAM_001,Mastomys natalensis,10112,-11.195333333333334,7.850483333333333,10,31,1,2022,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.1149193548387097,Optical density 450 - 630,Lassa mammarenavirus,3052310,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.029,0.105
7_LAM_009,7_LAM_009,Mus musculus,10090,-11.19566,7.850901666666667,10,18,8,2022,blood,NA,NA,NA,NA,NA,NA,NA,NA,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.01,0.065
7_LAM_008,7_LAM_008,Crocidura olivieri,214449,-11.196545,7.849623333333334,10,18,8,2022,blood,NA,NA,NA,NA,NA,NA,NA,NA,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.042,0.13
7_LAM_007,7_LAM_007,Crocidura olivieri,214449,-11.196836666666666,7.8497683333333335,10,18,8,2022,blood,NA,NA,NA,NA,NA,NA,NA,NA,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.024,0.105
9_BAI_008,9_BAI_008,Crocidura olivieri,214449,-11.250283333333332,7.8248,10,19,2,2023,blood,NA,NA,NA,NA,NA,NA,NA,NA,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.023,0.121
9_BAI_007,9_BAI_007,Rattus rattus,10117,-11.2677,7.836683333333333,10,22,2,2023,blood,NA,NA,NA,NA,NA,NA,NA,NA,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.068,0.143
9_BAI_006,9_BAI_006,Lophuromys sikapusi,83535,-11.267399999999999,7.836283333333333,10,22,2,2023,blood,NA,NA,NA,NA,NA,NA,NA,NA,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.069,0.128
9_BAI_005,9_BAI_005,Mastomys natalensis,10112,-11.2537,7.830016666666666,10,22,2,2023,blood,NA,NA,NA,NA,NA,NA,NA,NA,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.021,0.089
9_BAI_004,9_BAI_004,Mastomys natalensis,10112,-11.262553333333333,7.830558333333333,10,19,2,2023,blood,NA,NA,NA,NA,NA,NA,NA,NA,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.058,0.133
9_BAI_003,9_BAI_003,Crocidura olivieri,214449,-11.2537,7.82995,10,21,2,2023,blood,NA,NA,NA,NA,NA,NA,NA,NA,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.016,0.103
9_BAI_002,9_BAI_002,Mastomys natalensis,10112,-11.2673,7.836333333333333,10,20,2,2023,blood,NA,NA,NA,NA,NA,NA,NA,NA,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.03,0.098
9_BAI_001,9_BAI_001,Mastomys natalensis,10112,-11.2676,7.836283333333333,10,19,2,2023,blood,NA,NA,NA,NA,NA,NA,NA,NA,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.025,0.103
9_LAM_022,9_LAM_022,Mus musculus,10090,-11.196416666666666,7.850366666666667,10,16,2,2023,blood,NA,NA,NA,NA,NA,NA,NA,NA,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.01,0.077
9_LAM_021,9_LAM_021,Crocidura olivieri,214449,-11.196766666666667,7.84985,10,16,2,2023,blood,NA,NA,NA,NA,NA,NA,NA,NA,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.042,0.135
9_LAM_020,9_LAM_020,Crocidura olivieri,214449,-11.194700000000001,7.850883333333333,10,16,2,2023,blood,NA,NA,NA,NA,NA,NA,NA,NA,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.037,0.143
9_LAM_018,9_LAM_018,Rattus rattus,10117,-11.195966666666667,7.850933333333334,10,15,2,2023,blood,NA,NA,NA,NA,NA,NA,NA,NA,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.073,0.171
9_LAM_017,9_LAM_017,Mus musculus,10090,-11.196766666666667,7.850433333333333,10,15,2,2023,blood,NA,NA,NA,NA,NA,NA,NA,NA,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.011,0.088
9_LAM_016,9_LAM_016,Crocidura olivieri,214449,-11.195533333333332,7.8500499999999995,10,15,2,2023,blood,NA,NA,NA,NA,NA,NA,NA,NA,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.022,0.109
9_LAM_015,9_LAM_015,Mus musculus,10090,-11.196416666666666,7.850366666666667,10,14,2,2023,blood,NA,NA,NA,NA,NA,NA,NA,NA,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.009,0.065
9_LAM_014,9_LAM_014,Mus musculus,10090,-11.19695,7.8509,10,14,2,2023,blood,NA,NA,NA,NA,NA,NA,NA,NA,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.011,0.08
9_LAM_013,9_LAM_013,Mus musculus,10090,-11.196566666666667,7.850266666666666,10,14,2,2023,blood,NA,NA,NA,NA,NA,NA,NA,NA,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.014,0.094
9_LAM_012,9_LAM_012,Mastomys natalensis,10112,-11.19685,7.849716666666667,10,14,2,2023,blood,NA,NA,NA,NA,NA,NA,NA,NA,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.067,0.138
9_LAM_011,9_LAM_011,Crocidura olivieri,214449,-11.196916666666667,7.849983333333333,10,14,2,2023,blood,NA,NA,NA,NA,NA,NA,NA,NA,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.037,0.14
9_LAM_010,9_LAM_010,Mastomys natalensis,10112,-11.192433333333335,7.84935,10,14,2,2023,blood,NA,NA,NA,NA,NA,NA,NA,NA,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.027,0.109
9_LAM_009,9_LAM_009,Crocidura olivieri,214449,-11.192516666666666,7.849283333333333,10,14,2,2023,blood,NA,NA,NA,NA,NA,NA,NA,NA,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.02,0.11
9_LAM_008,9_LAM_008,Mus musculus,10090,-11.195966666666667,7.850933333333334,10,13,2,2023,blood,NA,NA,NA,NA,NA,NA,NA,NA,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.014,0.095
9_LAM_007,9_LAM_007,Mus musculus,10090,-11.1959,7.850816666666667,10,13,2,2023,blood,NA,NA,NA,NA,NA,NA,NA,NA,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.014,0.084
9_LAM_006,9_LAM_006,Mus musculus,10090,-11.195666666666666,7.850883333333333,10,13,2,2023,blood,NA,NA,NA,NA,NA,NA,NA,NA,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.011,0.08
9_LAM_005,9_LAM_005,Mus musculus,10090,-11.195816666666667,7.8507,10,13,2,2023,blood,NA,NA,NA,NA,NA,NA,NA,NA,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.017,0.089
9_LAM_004,9_LAM_004,Mus musculus,10090,-11.19695,7.8509,10,13,2,2023,blood,NA,NA,NA,NA,NA,NA,NA,NA,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.011,0.075
9_LAM_003,9_LAM_003,Mus musculus,10090,-11.19695,7.8509,10,13,2,2023,blood,NA,NA,NA,NA,NA,NA,NA,NA,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.012,0.107
9_LAM_002,9_LAM_002,Mus musculus,10090,-11.196866666666667,7.8506833333333335,10,13,2,2023,blood,NA,NA,NA,NA,NA,NA,NA,NA,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.016,0.082
9_LAM_001,9_LAM_001,Mus musculus,10090,-11.196566666666667,7.850266666666666,10,13,2,2023,blood,NA,NA,NA,NA,NA,NA,NA,NA,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.011,0.065
9_SEI_018,9_SEI_018,Lophuromys sikapusi,83535,-11.194366666666665,8.123850000000001,10,8,2,2023,blood,NA,NA,NA,NA,NA,NA,NA,NA,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.036,0.119
9_SEI_017,9_SEI_017,Praomys rostratus,476587,-11.194416666666667,8.122916666666667,10,8,2,2023,blood,NA,NA,NA,NA,NA,NA,NA,NA,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.023,0.115
9_SEI_016,9_SEI_016,Praomys rostratus,476587,-11.1926,8.122333333333334,10,8,2,2023,blood,NA,NA,NA,NA,NA,NA,NA,NA,female,alive,Length refers to head-body length of trapped rodents and shrews,juvenile,NA,0.014,0.086
9_SEI_015,9_SEI_015,Praomys rostratus,476587,-11.192483333333334,8.122183333333334,10,8,2,2023,blood,NA,NA,NA,NA,NA,NA,NA,NA,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.041,0.133
9_SEI_014,9_SEI_014,Lemniscomys striatus,121567,-11.192450000000001,8.122266666666667,10,8,2,2023,blood,NA,NA,NA,NA,NA,NA,NA,NA,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.04,0.122
9_SEI_021,9_SEI_021,Mastomys natalensis,10112,-11.193566666666667,8.122833333333332,10,8,2,2023,blood,NA,NA,NA,NA,NA,NA,NA,NA,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.038,0.127
9_SEI_020,9_SEI_020,Praomys rostratus,476587,-11.193583333333333,8.122716666666667,10,8,2,2023,blood,NA,NA,NA,NA,NA,NA,NA,NA,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.029,0.112
